id,sifra,naziv,kolicina,cena_bezpdv,vrednost_bezpdv,cena_sapdv,vrednost_sapdv,subcategories,boja,my_id,brend,slka
2002,102205,ALFA 90 F BIJELA,0,390.33,0,472.3,0,Peći,,,,
2003,102206,ALFA 90 F BIJELA,0,390.33,0,472.3,0,Peći,,,,
2004,102207,ALFA 90 F BIJELA L,0,390.33,0,472.3,0,Peći,,,,
2005,102208,ALFA 90 F BIJELA,0,390.33,0,472.3,0,Peći,,,,
2006,102209,ALFA 70 F BIJELA,0,349.01,0,422.3,0,Peći,,,,
2008,102211,ALFA 70 F  BIJELA R  L,0,264.46,0,320,0,Peći,,,,
2009,102212,ALFA 70 F  BIJELA R  D,0,260.33,0,315,0,Peći,,,,
2011,102214,AT 20 BIJELI L,0,638.26,0,772.29,0,Peći,,,,
2012,102215,AT 20 BIJELI  L,0,665.79,0,805.61,0,Peći,,,,
2013,102216,AT 20 BIJELI L,0,665.79,0,805.61,0,Peći,,,,
2015,102218,SET FI 145 BIJELI,0,25.6198,0,31,0,Stono posuđe,,,,
2018,102221,ALFA 70 F ETAZ,0,359.5041,0,435,0,Peći,,,,
2019,102222,Set za pecenje LT3039 Lamart,0,17.3554,0,21,0,Peći,,,,
2020,102223,DOMINANT 90 H BIJELI L,0,399.5,0,483.39,0,Peći,,,,
2024,102229,ALFA 70 F ETAZ LIJEVA,0,359.5041,0,435,0,Peći,,,,
2025,102230,KAMIN LARA,0,329.7521,0,399,0,Peći,,,,
2026,102231,DOMINANT 70 CRNI,0,287.6033,0,348,0,Peći,,,,
1968,102171,SE 5640 TK3,0,189.2562,0,229,0,Ostalo,,,,
2028,102236,Set termo posuda za hranu LT6024,0,19.0083,0,23,0,Stono posuđe,,,,
2029,102237,STEDISA 55 CM SIVI,0,14.0413,0,16.99,0,Dimne cijevi,,,,
2030,102238,Kriva fi 150 bijela,0,2.88,0,3.48,0,Dimne cijevi,,,,
2031,102239,STEDISA 6/1 1M farbani,0,14.46,0,17.5,0,Dimne cijevi,,,,
2038,102250,ALFA 90 F BIJELA L,0,402.48,0,487,0,Peći,,,,
2040,102252,Regular 46 elegant 2R bijeli,0,159.5,0,193,0,Šporeti,,,,
2045,102259,SREDSTVO ZA CISCENJE PECNICA,0,7.7355,0,9.36,0,Peći,,,,
2046,102260,SREDSTVO ZA CISCENJE INOX POVRSINA,0,9.0909,0,11,0,Televizori,,,,
2047,102261,SREDSTVO ZXA CISCENJE HLADNJAKA,0,8.1818,0,9.9,0,Frižideri,,,,
2048,102262,USISIVAC FISER FJ 108,0,41.2397,0,49.9,0,Usisivači,,,,
2049,102263,USISIVAC FISER FJ 109,0,60.9421,0,73.74,0,Usisivači,,,,
2050,102264,KESE ZA USISIVAC FISER 2400,0,5.7851,0,7,0,Usisivači,,,,
2059,102285,SREDSTVO ZA CISCENJE STAKOKERAMIKE,0,10.6612,0,12.9,0,Televizori,,,,
2063,102289,LED 58A6K 4K Smart Hisense,0,455.3719,0,551,0,Ostalo,,,,
2065,102292,RERNA HBG33B555,0,489.2562,0,592,0,Ugradne rerne,,,,
2067,102294,NAPA BHI611AS Gorenje,0,164.4628,0,199,0,Ugradni aspiratori,,,,
2068,102295,PLOCA PIF651T14E,0,458.6777,0,555,0,Indukcione ploče,,,,
2069,102296,Ukrasna resetka,0,24.79,0,30,0,Stono posuđe,,,,
2073,102300,TV LCD SAMSUNG  UE 28-F4000AWXXH,0,295.0413,0,357,0,Televizori,,,,
2074,102301,Piza PEKAC FS 730 Fiser,0,50.4132,0,61,0,Pekači,,,,
2076,102303,MIKSER FA-5266-2,0,14.876,0,18,0,Mikser,,,,
2077,102304,DOMINANT 90H BIJELI  D,0,301.65,0,365,0,Peći,,,,
2078,102305,SET FI 150 bijeli,0,22.31,0,27,0,Stono posuđe,,,,
2079,102306,ALFA 90 F BIJELA  desna,0,281.8099,0,340.99,0,Peći,,,,
2080,102307,R 46 ELEGANT 2 R,0,147.1074,0,178,0,Usisivači,,,,
2082,102309,ALFA 70 F BRAON  L,0,349.01,0,422.3,0,Peći,,,,
2084,102311,Klima Gree Pular GWH18AGD-K6DNA1D,0,847.1074,0,1025,0,Klime,,,,
2085,102312,BOJLER KONCAR EGV 81.2 TI,0,71.8182,0,86.9,0,Bojleri,,,,
2086,102313,KAMIN RUSTIK,0,257.0248,0,311,0,Peći,,,,
2088,102315,ALFA 55 termo bijela L,0,106.61,0,129,0,Peći,,,,
2089,102316,AT 27 bijeli  D,0,544.63,0,659,0,Peći,,,,
2090,102317,DOMINANT 90H  BIJELI  L,0,313.22,0,379,0,Peći,,,,
2091,102318,DOMINANT 70 BIJELI D,0,358.18,0,433.4,0,Peći,,,,
2092,102320,KAMIN ORJENT K,0,184.3,0,223,0,Peći,,,,
2093,102321,SET FI 150 BRAON,0,32.23,0,39,0,Stono posuđe,,,,
2095,102323,DOMINANT 90 ANTRACIT D,0,400.33,0,484.4,0,Peći,,,,
2096,102324,PEC ELITA I ANTRACIT,0,112.4,0,136,0,Peći,,,,
2097,102325,AT 20 BRAON,0,495.8678,0,600,0,Peći,,,,
2098,102326,SET FI 150 BRAON,0,32.2314,0,39,0,Stono posuđe,,,,
2100,102333,R 46 ELEGANT 2 R BIJELI,0,225.0413,0,272.3,0,Usisivači,,,,
2103,102336,SMEDEREVO 7 SL BIJELI,0,119.8347,0,145,0,Peći,,,,
2105,102338,AT 27 ANTRACIT  D,0,780.17,0,944.01,0,Peći,,,,
2107,102340,SET FI 150 BRAON,0,23.1405,0,28,0,Stono posuđe,,,,
2108,102341,AT 20 BRAON L,0,524.79,0,635,0,Peći,,,,
2109,102342,Zamrzivac FH19EAW Gorenje,0,247.1074,0,299,0,Zamrzivači,,,,
2110,102343,FRIZIDER WHIRLPOOL WM 1500 W,0,239.6694,0,290,0,Frižideri,,,,
2112,102345,Kuh.robot MMC700 W Gorenje,0,115.7025,0,140,0,Aparati za hranu,,,,
2113,102346,UVIJAC ZA KOSU CF 2133F0,0,28.0992,0,34,0,Stajleri i prese za kosu,,,,
2116,102349,LG 47LN575SLED,0,657.0248,0,795,0,Ostalo,,,,
2117,102350,LG 32LS3450 LED,0,288.4298,0,349,0,Ostalo,,,,
2124,102357,KLIMA SINCLAIR 12 VISION Inverter,0,268.595,0,325,0,Klime,,,,
2125,102358,KAMIN LARA ANTRACIT,0,441.3223,0,534,0,Peći,,,,
2126,102359,UHD 55WOS315B Vox,0,391.7355,0,474,0,Televizori,,,,
2127,102360,VAGA BR 2017,0,9.9174,0,12,0,Vage,,,,
2128,102361,SJECKALICA FS 403,0,22.3141,0,27,0,Aparati za hranu,,,,
2132,102365,LENOVO G 580 INTEL 1000M,0,297.5207,0,360,0,Laptop računari,,,,
2133,102366,GRIL FISER FS014,0,26.45,0,32,0,Grilovi,,,,
2134,102367,Grijalica Smart Tower Lite  Xiaomi,0,76.8595,0,93,0,Grijalice,,,,
2135,102368,BOJLER BT-120 IB30 D Termorad,0,346.281,0,419,0,Bojleri,,,,
2138,102371,HR 190.OF-HLADNJAK,0,164.4628,0,199,0,Frižideri,,,,
2139,102372,HR 190.3 F-HLADNJAK,0,176.8595,0,214,0,Frižideri,,,,
2140,102373,HRF 234.F-HLADNJAK-ZAMRZIVAC,0,204.1322,0,247,0,Zamrzivači,,,,
2141,102374,HR 260.OF-HLADNJAK,0,200,0,242,0,Frižideri,,,,
2142,102375,HR 260.3F-HLADNJAK,0,128.0992,0,155,0,Frižideri,,,,
2143,102376,HC 305 F -HLADNJAK-ZAMRZIVAC,0,258.6777,0,313,0,Zamrzivači,,,,
2144,102377,HR 300.0F-HLADNJAK,0,252.8926,0,306,0,Frižideri,,,,
2145,102378,HF 260 F-ZAMRZIVAC,0,180.9917,0,219,0,Zamrzivači,,,,
2146,102379,HC 328 F-HLADNJAK-ZAMRZIVAC,0,257.0248,0,311,0,Zamrzivači,,,,
2147,102380,HF 220 F-ZAMRZIVAC,0,201.6529,0,244,0,Zamrzivači,,,,
2149,102400,RERNA HBN 231 E 1L,0,285.124,0,345,0,Ugradne rerne,,,,
2150,102401,PLOCA PKF 645 T14E,0,299.1736,0,362,0,Indukcione ploče,,,,
2151,102402,NAPA DHI 635 H,0,131.405,0,159,0,Ugradni aspiratori,,,,
2152,102403,FILTER DHZ 3405,0,21.4876,0,26,0,Filteri,,,,
2155,102407,SONI CDX/GT270 AUTO RADIO CD,0,63.6364,0,77,0,Radio,,,,
2156,102408,SONI CMT/V9B AUDIO SISTEM,0,81.8182,0,99,0,Audio plejeri,,,,
2158,102410,FRIZIDER FAVORIT R 140 HL,0,132.2314,0,160,0,Frižideri,,,,
2159,102411,Klima GREE KONZOLA GEH18AAXF EVO COMFORT,0,1024.7934,0,1240,0,Klime,,,,
2161,102414,RESO STUDIO 2 ALFA,0,61.9835,0,75,0,Peći,,,,
2162,102415,LED 43GOF205B Smart Google tv,0,412.4,0,499,0,Televizori,,,,
2163,102416,LED 32GOH200B Smart GOOGLE  TVHD ReadyDVB-T2/C/S2,0,453.72,0,549,0,Televizori,,,,
2164,102417,PRESA ZA KOSU ROWENTA SF1022FO,0,17.7686,0,21.5,0,Stajleri i prese za kosu,,,,
2165,102418,LED 43CBF100B VOX  FULL HD DVB-T2/C/S2,0,466.12,0,564.01,0,Ostalo,,,,
2167,102420,VES MASINA SAMSUNG WF60F4E0W0W/LE7377,0,342.9752,0,415,0,Veš mašine,,,,
2168,102421,Mikrotalasna MS23F301TAS/OL Samsung,0,114.876,0,139,0,Mikrotalasne,,,,
2169,102422,HR 260.0F CL-SSL INOX,0,203.3058,0,246,0,Posuđe za pripremu hrane,,,,
2170,102423,FILTER UGLJENI D137MM ZA DF 6316 X,0,23.1405,0,28,0,Filteri,,,,
2171,102424,LAMPA LED HK 198,0,11.5702,0,14,0,Ostalo,,,,
2172,102425,Masina za paradajiz BR 162,0,16.5289,0,20,0,Veš mašine,,,,
2173,102426,SET ZA KAFU 6/1 MAN 3243,0,9.5868,0,11.6,0,Aparati za kafu,,,,
2176,102429,Prava 120/250 siva,0,2.06,0,2.49,0,Dimne cijevi,,,,
2179,102432,SAMOT BOCNI VECI,0,4.1322,0,5,0,Peći,,,,
2181,102434,Pec na pelet Commo 12 crveni,0,1427.2727,0,1727,0,Peći,,,,
2183,102437,FRITEZA FS 601,0,34.7107,0,42,0,Friteza,,,,
2184,102438,FRITEZA METALAC 24,0,16.4463,0,19.9,0,Friteza,,,,
2187,102441,W/M 1275-LT14QD Vox,0,247.11,0,299,0,Veš mašine,,,,
2188,102442,TOSTER FA-5338-2,0,12.314,0,14.9,0,Pekači,,,,
2189,102443,TOSTER FA-5338-3,0,12.314,0,14.9,0,Pekači,,,,
2190,102444,KUVALO ZA VODU FA-5401-2,0,13.1405,0,15.9,0,Čajovnici,,,,
2193,102449,PEC NA PELET ALFA PELET 9,0,574.3802,0,695,0,Peći,,,,
2194,102450,ALFA 90 H,0,259.5041,0,314,0,Peći,,,,
2195,102451,Aspirator TRD 601 BR Vox,0,24.79,0,30,0,Aspiratori,,,,
2199,102455,ALFA 70 F BRAON D,0,349.01,0,422.3,0,Peći,,,,
2200,102456,ALFA 90 FAVORIT BRAON L,0,412.3967,0,499,0,Peći,,,,
2202,102458,SET FI 80,0,65.2893,0,79,0,Stono posuđe,,,,
2203,102459,R 46 ELEGANT 2 R,0,225.0413,0,272.3,0,Usisivači,,,,
2204,102460,PEC NA PELET ALFA PELET 9,0,727.2727,0,880,0,Peći,,,,
2205,102461,RADIO FA -1154,0,29.6694,0,35.9,0,Radio,,,,
2206,102462,TV  Led 43GOF205B Vox,0,205.7851,0,249,0,Televizori,,,,
2207,102463,Kalup za kolace LT3070 Lamart,0,5.7851,0,7,0,Posuđe za pripremu hrane,,,,
2208,102464,kalup za kuglof LT3073 Lamart,0,9.0909,0,11,0,Posuđe za pripremu hrane,,,,
2210,102466,W/M INDESIT IWSD 61051 C ECO,0,231.405,0,280,0,Veš mašine,,,,
2211,102467,W/M WNEI84AS Gorenje,0,402.4793,0,487,0,Veš mašine,,,,
2214,102470,SMEDEREVO 7 SL,0,129.7521,0,157,0,Peći,,,,
2215,102471,SMEDEREVO 3,0,170.2479,0,206,0,Peći,,,,
2216,102472,PEC HAPPY CRVENA,0,140.4959,0,170,0,Peći,,,,
2217,102473,MAGNUM 4 KREM,0,462.8099,0,560,0,Peći,,,,
2218,102474,MAGNUM 4 SIVI,0,491.7355,0,595,0,Peći,,,,
2219,102475,PEC OLIMP BORDO,0,321.4876,0,389,0,Peći,,,,
2220,102476,R 46 ELEGANT BRAON,0,157.8512,0,191,0,Usisivači,,,,
2221,102477,VAGA FISER EB 9003,0,12.3967,0,15,0,Vage,,,,
2223,102479,PEKAC FS 736 Fiser,0,26.03,0,31.5,0,Pekači,,,,
2224,102480,Zamrz.FH 330 W Gorenje,0,247.11,0,299,0,Zamrzivači,,,,
2226,102482,PEC COMMO 21,0,1396.6942,0,1690,0,Peći,,,,
2227,102483,PELET A2 Bioenergy,0,0.2066,0,0.25,0,Peći,,,,
2232,102488,SJECKO FA -5114-1,0,23.9669,0,29,0,Aparati za hranu,,,,
2233,102489,MLIN ZA KAFU FA-5482,0,15.7025,0,19,0,Aparati za kafu,,,,
2234,102490,VAGA FA-6400,0,12.3967,0,15,0,Vage,,,,
2235,102491,MIKSER FA 5295,0,13.2231,0,16,0,Mikser,,,,
2236,102492,PELET A2,0,0.2314,0,0.28,0,Peći,,,,
2239,102495,LED 32CBH105B Vox HD Ready DVB-T2/C/S2,0,271.07,0,327.99,0,Ostalo,,,,
2240,102496,TV LCD VIVAX 32LE141T2S2SM,0,153.719,0,186,0,Televizori,,,,
2241,102497,CIJEV CU 18X0.8X5000,0,3.281,0,3.97,0,Dimne cijevi,,,,
2242,102498,CIJEV CU 28X0.8X5000,0,5.2066,0,6.3,0,Dimne cijevi,,,,
2244,102500,Usis.za pepeo Alfa Plam,0,26.12,0,31.61,0,Usisivači,,,,
2245,102501,Set kuhinjs.posuda BR 2400 Fiser,0,16.4463,0,19.9,0,Stono posuđe,,,,
2247,102503,SPORET PLAMEN 850 GLAS KREM,0,421.4876,0,510,0,Šporeti,,,,
2251,102508,Zamrzivac FHC 42 EAW Gorenje,0,366.9421,0,444,0,Zamrzivači,,,,
2253,102510,Klima Gree Clivia GWH24AUDXF Al Comfort,0,975.2066,0,1180,0,Klime,,,,
2254,102511,VRECICE ZA USISIVAC VC-1600,0,5.4545,0,6.6,0,Usisivači,,,,
2255,102512,KAMIN PREMIJER K bordo,0,636.36,0,770,0,Peći,,,,
2256,102513,FEN FISER FS 02,0,13.9669,0,16.9,0,Fenovi,,,,
2257,102514,FEN FISER FS09,0,17.3554,0,21,0,Fenovi,,,,
2258,102516,STRANA BOCNA SA OTVOROM ZA AT 20,0,8.2645,0,10,0,Televizori,,,,
2261,102519,NOSAC RUCICE 122 KMS,0,2.4711,0,2.99,0,Ostalo,,,,
2262,102520,SAMOT SET ALFA,0,20.6612,0,25,0,Peći,,,,
2264,102522,PEGLA FISER FS 213,0,18.1818,0,22,0,Pegle,,,,
2268,102526,GS 52214 W,0,271.9008,0,329,0,Mašine za pranje suđa,,,,
2270,102528,RAA 24 S KOMBIN.FRIZIDER INDESIT,0,200,0,242,0,Frižideri,,,,
2273,102531,MIKSER FA-5251,0,16.4463,0,19.9,0,Mikser,,,,
2275,102533,MASINICA ZA SISANJE FA-5679-1,0,8.1818,0,9.9,0,Mašine za šišanje i brijanje,,,,
2276,102534,PUTNA PEGLA FA-5640,0,13.2231,0,16,0,Pegle,,,,
2277,102535,FEN FA-5650-2,0,12.1488,0,14.7,0,Fenovi,,,,
2278,102536,FEN ROWENTA CV 4212 FO,0,16.4463,0,19.9,0,Fenovi,,,,
2279,102537,MAS.ZA SUSENJE INDESIT IDCA 735 B,0,247.1074,0,299,0,Mašine za sušenje,,,,
2280,102538,ELEK.SPORET INDESIT I6V6C1A,0,324.7934,0,393,0,Šporeti,,,,
2281,102539,LED TV 43A6K 4K UHD Smart Hisense,0,277.6859,0,336,0,Televizori,,,,
2282,102540,LG 32LN570R LED SMART,0,304.9587,0,369,0,Ostalo,,,,
2287,102545,HC 235 F,0,234.7107,0,284,0,Frižideri,,,,
2288,102546,HC 280 F,0,217.3554,0,263,0,Frižideri,,,,
2289,102547,Zamrzivac  FH 400 W Gorenje,0,266.12,0,322.01,0,Zamrzivači,,,,
2290,102548,Zamrz.FH301 W Gorenje,0,247.11,0,299,0,Zamrzivači,,,,
2291,102549,USISIVAC NA VODU FISER FJ 125,0,69.4215,0,84,0,Usisivači,,,,
2292,102550,ARISTON WDG 862 MASINA ZA SUSENJE,0,373.5537,0,452,0,Veš mašine,,,,
2294,102552,Led Tv LG 43UR78003LK Ultra hd,0,348.7603,0,422,0,Televizori,,,,
2295,102553,GS 62214 W,0,275.2066,0,333,0,Mašine za pranje suđa,,,,
2296,102554,Sjecko S450 E Gorenje,0,36.36,0,44,0,Aparati za hranu,,,,
2299,102557,SJECKALICA FISER FS 515,0,15.6198,0,18.9,0,Aparati za hranu,,,,
2300,102558,PEKAC  FS 737 Fiser,0,30.58,0,37,0,Pekači,,,,
2301,102559,SAC FISER FS 735,0,20.5785,0,24.9,0,Posuđe za pripremu hrane,,,,
2302,102560,MIKSER FISER FS 411,0,13.9669,0,16.9,0,Mikser,,,,
2303,102561,VATROSTALNA CINIJA 2/1 BR 42,0,15.9504,0,19.3,0,Stono posuđe,,,,
2304,102562,USISIVAC FISER FJ 120,0,47.9339,0,58,0,Usisivači,,,,
2305,102563,KUHINJSKI SET BR 633 16/1,0,24.7107,0,29.9,0,Stono posuđe,,,,
2306,102564,KUHINJSKI SET BR-22,0,16.4463,0,19.9,0,Stono posuđe,,,,
2307,102565,HP 250 G5 INTEL CELERON N3060/4GB,0,300,0,363,0,Laptop računari,,,,
2310,102568,KUHINJSKA VAGA FA-6404,0,12.8926,0,15.6,0,Vage,,,,
2311,102569,FEN  FIRST FA-5666-3,0,7.3554,0,8.9,0,Fenovi,,,,
2313,102571,USISIVAC FISER FJ 105 2700 W VODA,0,90.9091,0,110,0,Usisivači,,,,
2315,102573,MESOREZNICA FISER FS021,0,43.9669,0,53.2,0,Aparati za hranu,,,,
2316,102574,ALUM.TIGANJ 28 LJUBICASTI,0,7.9339,0,9.6,0,Posuđe za pripremu hrane,,,,
2317,102575,W/M SAMSUNG WF60F4EONOW/LE,0,299.1736,0,362,0,Veš mašine,,,,
2321,102579,Ugradni komb. frizider RKI 4182 E1,0,259.5,0,314,0,Ugradne frižideri,,,,
2323,102581,HC 235 F-W,0,165.2893,0,200,0,Frižideri,,,,
2324,102595,M/S INDESIT DFP 27B10 AEU,0,247.9339,0,300,0,Mašine za pranje suđa,,,,
2325,102597,BOJLER DH 06101 SIEMENS,0,101.6529,0,123,0,Bojleri,,,,
2326,102606,STAKLO ZA KAMIN RUSTIK,0,2.0661,0,2.5,0,Peći,,,,
2327,102607,CJEDALJKA SF-3002,0,10.6612,0,12.9,0,Aparati za hranu,,,,
2329,102609,FEN ZA KOSU 2200 W SF-5043,0,11.4876,0,13.9,0,Fenovi,,,,
2330,102610,STAPNI MIKSER SF-3913,0,14.7934,0,17.9,0,Mikser,,,,
2333,102613,SJECKALICA SF-4014,0,15.7025,0,19,0,Aparati za hranu,,,,
2334,102614,SOKOVNIK SF-3008,0,32.2314,0,39,0,Sokovnici,,,,
2336,102616,CETKA ZA KOSU SF-5032,0,14.0496,0,17,0,Stajleri i prese za kosu,,,,
2337,102617,KETLER WK 0907 M,0,14.46,0,17.5,0,Čajovnici,,,,
2338,102618,MIKSER ZA NES KAFU RM-003,0,6.5289,0,7.9,0,Mikser,,,,
2339,102619,MIKSER ZA NES KAFU RM-001,0,5.2066,0,6.3,0,Mikser,,,,
2340,102620,ROSTILJ ELEKTRICNI BG-240,0,15.3719,0,18.6,0,Roštilji,,,,
2341,102621,LCD SAMSUNG UE 32 EH 4000 WXXH,0,228.0992,0,276,0,Televizori,,,,
2342,102622,LCD SAMSUNG UE 32 F 5000 AWXXH,0,276.8595,0,335,0,Televizori,,,,
2343,102623,GS 62214 W,0,275.2066,0,333,0,Mašine za pranje suđa,,,,
2344,102624,Regular 46 Elegant 2R bijeli D,0,329.75,0,399,0,Šporeti,,,,
2345,102626,PEC ELITA I,0,169.92,0,205.6,0,Peći,,,,
2347,102628,PEGLA SIH 2200 PS,0,22.3141,0,27,0,Pegle,,,,
2350,102631,Zamrzivac FH 400 W Gorenje,0,205.79,0,249.01,0,Zamrzivači,,,,
2351,102632,PLOCA GORENJE K6N2 AX,0,138.0165,0,167,0,Indukcione ploče,,,,
2353,102634,SAMOT BOCNI  MANJI 028,0,4.13,0,5,0,Peći,,,,
2354,102635,SAMOT BOCNI VECI 029,0,4.13,0,5,0,Peći,,,,
2355,102636,Samot zadnji alfa 030,0,4.13,0,5,0,Peći,,,,
2356,102637,SAMOTNO BRASNO VAKIT SET,0,2.2314,0,2.7,0,Peći,,,,
2358,102639,LG 42PN450B PLAZMA,0,295.4545,0,357.5,0,Televizori,,,,
2359,102640,ANTENA WIN 6454,0,9.5041,0,11.5,0,Antene,,,,
2360,102641,LCD LG 42LB630V LED SMART,0,524.7934,0,635,0,Televizori,,,,
2361,102642,SET FI 80 Alfa Plam,0,65.29,0,79,0,Peći,,,,
2363,102644,DIMOVODNA CIJEV FI 200/1000 CM,0,19.8347,0,24,0,Dimne cijevi,,,,
2364,102645,DIMOVODNA CIJEV FI 200/500 CM,0,12.3967,0,15,0,Dimne cijevi,,,,
2365,102646,DIMOVODNO KOLJENO FI 200,0,18.1818,0,22,0,Dimne cijevi,,,,
2366,102647,VAGA FA-6410,0,10.3306,0,12.5,0,Vage,,,,
2368,102649,LCD LG 32LN540B,0,181.405,0,219.5,0,Televizori,,,,
2372,102655,DEPIL.ROWENTA EP 2832FO,0,35.5372,0,43,0,Depilatori i epilatori,,,,
2373,102656,PEGLA ROWENTA DW5220 F1,0,61.157,0,74,0,Pegle,,,,
2374,102657,PEGLA ROWENTA DX1411 D1,0,36.3636,0,44,0,Pegle,,,,
2375,102658,FEN ZA KOSU ROWENTA CV4312FO ELITE,0,15.5372,0,18.8,0,Fenovi,,,,
2376,102659,PEGLA ZA KOSU ROWENTA SF3122DO,0,26.0331,0,31.5,0,Pegle,,,,
2377,102660,APARAT ZA SISANJE ROWENTA TN1210FO,0,21.9835,0,26.6,0,Mašine za šišanje i brijanje,,,,
2378,102661,APARAT ZA SISANJE ROWENTA TN1200FO,0,19.0083,0,23,0,Mašine za šišanje i brijanje,,,,
2379,102662,PEGLA ZA KOSU ROWENTA SF1012FO,0,20.2479,0,24.5,0,Pegle,,,,
2380,102663,APARAT ZA SISANJE ROWENTA TN1050F1,0,18.1818,0,22,0,Mašine za šišanje i brijanje,,,,
2382,102665,LED 43GOF080B Vox,0,233.0579,0,282,0,Ostalo,,,,
2383,102666,AT 20 ANTRACIT,0,916.5289,0,1109,0,Peći,,,,
2384,102667,Pec na pelet Dino 27 crni,0,1495.8678,0,1810,0,Peći,,,,
2387,102670,RADIO FA 2314,0,6.8595,0,8.3,0,Radio,,,,
2388,102671,HC 265 F,0,210.7438,0,255,0,Frižideri,,,,
2390,102675,REGULAR 46 ELEGANT 2R BIJELI,0,225.04,0,272.3,0,Šporeti,,,,
2391,102676,Ugr.rerna BO 53 CLI Gorenje,0,277.6859,0,336,0,Ugradne rerne,,,,
2392,102677,TV LCD FOX  32DLE182,0,95.0413,0,115,0,Televizori,,,,
2393,102678,TV LED FOX 43DLE178 android,0,185.9504,0,225,0,Televizori,,,,
2394,102679,TV LED FOX 46LE5000C,0,409.0909,0,495,0,Televizori,,,,
2395,102680,TV LED FOX LE39D450T2,0,272.7273,0,330,0,Televizori,,,,
2396,102681,PEC ELITA II  ANTRACIT,0,262.8099,0,318,0,Peći,,,,
2397,102682,SOKOVNIK METALAC 5L,0,103.3058,0,125,0,Sokovnici,,,,
2398,102683,APARAT ZA MAFINE FISER FS 031,0,22.3141,0,27,0,Aparati za hranu,,,,
2399,102684,APARAT ZA PROJICE FISER FS 030,0,23.9669,0,29,0,Aparati za hranu,,,,
2403,102688,KRIVA 120 BIJELA,0,2.88,0,3.48,0,Dimne cijevi,,,,
2411,102699,Kriva fi 120 siva,0,2.64,0,3.19,0,Dimne cijevi,,,,
2412,102700,PRAVA FI  150/500 BIJELA,0,6.53,0,7.9,0,Dimne cijevi,,,,
2413,102701,PRAVA 150/500 SIVA,0,4.9587,0,6,0,Dimne cijevi,,,,
2417,102705,INOX KUTIJA ZA HLEB  ZJ-A018,0,19.8347,0,24,0,Posuđe za pripremu hrane,,,,
2418,102706,LAPTOP ASUS X552EP-SX007D,0,332.6446,0,402.5,0,Laptop računari,,,,
2419,102707,GS 61111 W,0,252.0661,0,305,0,Mašine za pranje suđa,,,,
2422,102712,PEC HIT KREM,0,165.2893,0,200,0,Peći,,,,
2423,102713,PEC VESTA CRVENA,0,280.9917,0,340,0,Veš mašine,,,,
2425,102716,PEC HAPPY,0,140.4959,0,170,0,Peći,,,,
2426,102717,PEGLA ELMA TP-001,0,27.2727,0,33,0,Pegle,,,,
2427,102718,PLOCA INFRACRVENA FA-5096-3,0,40.0826,0,48.5,0,Indukcione ploče,,,,
2428,102719,STUCNA FI 120 farbana d-hit,0,2.89,0,3.5,0,Dimne cijevi,,,,
2433,102724,Masina za susenje DP 7 B Gorenje,0,356.1983,0,431,0,Veš mašine,,,,
2435,102726,LCD LED FOX 32DLE 250,0,188.4298,0,228,0,Televizori,,,,
2436,102727,Klima Sams.RAC Luzon AR18TXHZAWKNEU/AR18TXHZAWKXEU,1,1011.5702,1011.57,1224,1224,Klime,,,,
2437,102728,Klima unutrs.SIH-12BIMW MARVIN Sinclair,0,247.9339,0,300,0,Klime,,,,
2439,102730,INDUKCIONA PLOCA FA-5095-1,0,40.0826,0,48.5,0,Indukcione ploče,,,,
2440,102731,CJEDALJKA FA-5221,0,13.3884,0,16.2,0,Aparati za hranu,,,,
2446,102737,Set solja BR 3007 Fiser,0,9.0083,0,10.9,0,Stono posuđe,,,,
2447,102738,Klima SIH-18BIK  unutrasnja inverter Sinclair,0,228.0992,0,276,0,Klime,,,,
2448,102739,LCD LG42LB5500,0,371.0744,0,449,0,Televizori,,,,
2449,102740,ALFA 70 F ETAZ BRAON,0,495.8678,0,600,0,Peći,,,,
2452,102753,KOTAO NA PELET GRANDE 28,0,1611.57,0,1950,0,Peći,,,,
2454,102756,LCD TV 55TU7072 Samsung UHD,0,428.9256,0,519,0,Televizori,,,,
2455,102757,ELEKTR.DZEZVA ZA KAFU FA-5450-1,0,17.3554,0,21,0,Aparati za kafu,,,,
2457,102763,Kuh.robot KR9701 Vox,0,384.3,0,465,0,Aparati za hranu,,,,
2458,102764,EL.KONVEKTORSKI RADIJATOR CS 20 L,0,146.281,0,177,0,Grijalice,,,,
2460,102766,LCD LG 32LB561U,0,258.6777,0,313,0,Televizori,,,,
2462,102768,ESCAJG 24/1 ANGEL FLOWER,0,29.3388,0,35.5,0,Stono posuđe,,,,
2463,102769,TOSTER FA-5338-4,0,14.0496,0,17,0,Pekači,,,,
2464,102770,LCD LG 32LB570B,0,247.9339,0,300,0,Televizori,,,,
2465,102771,LCD LG 47LB5610,0,495.0413,0,599,0,Televizori,,,,
2466,102772,LCD LG 42LB580V,0,387.6033,0,469,0,Televizori,,,,
2467,102773,LCD PHILIPS 32PHH4309/88,0,222.3141,0,269,0,Televizori,,,,
2470,102776,TABLET TESLA L7 Z2520,0,80.9917,0,98,0,Tablet uređaji,,,,
2471,102777,TABLET TESLA 7.85 Z2580,0,137.1901,0,166,0,Tablet uređaji,,,,
2472,102778,Al.TIGANJ ZA PALACINKE 25 GRANIT,0,13.1405,0,15.9,0,Aparati za hranu,,,,
